time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-03-14T04:36:30.050Z,-5.6225,110.1835,545.67,5.1,mb,,34,1.44,0.93,us,us100088t6,2017-06-07T00:33:38.040Z,"111km NNW of Batang, Indonesia",earthquake,8.4,4.6,0.048,142,reviewed,us,us
2017-03-14T02:51:08.370Z,-7.7564,106.5851,51.37,4.9,mb,,83,3.887,0.75,us,us100088sg,2017-06-07T00:33:38.040Z,"39km SSW of Buniasih, Indonesia",earthquake,3.6,7.5,0.099,32,reviewed,us,us
2017-03-10T16:33:14.990Z,-7.2234,105.2828,45.97,4.9,mb,,177,3.667,0.57,us,us1000888j,2017-05-31T01:59:01.040Z,"59km SW of Tugu Hilir, Indonesia",earthquake,5.3,9.6,0.088,40,reviewed,us,us
2017-03-10T16:13:37.690Z,-6.5806,105.1463,75.9,4.7,mb,,90,3.101,0.84,us,us1000887k,2017-05-31T01:59:01.040Z,"54km WNW of Babakantonggoh, Indonesia",earthquake,8.5,3,0.072,58,reviewed,us,us
2017-03-01T22:04:31.090Z,-6.1179,113.0763,584.16,4.6,mb,,18,2.569,1.12,us,us100086dr,2017-05-24T02:48:12.040Z,"105km NNE of Ujungpangkah, Indonesia",earthquake,9.8,6.1,0.055,98,reviewed,us,us
2017-02-19T16:20:33.070Z,-10.6527,115.8822,41.07,4.7,mb,,109,2.759,0.86,us,us100085rm,2017-05-17T01:19:32.040Z,"199km SSW of Kute, Indonesia",earthquake,8.3,6.8,0.079,49,reviewed,us,us
2017-02-19T15:39:42.100Z,-7.8406,107.9434,67.97,4.7,mb,,48,2.556,0.98,us,us20008kt4,2017-05-17T01:19:32.040Z,"12km S of Ciheras, Indonesia",earthquake,8.6,6.9,0.079,49,reviewed,us,us
2017-02-19T15:14:07.500Z,-6.4023,104.6528,45.93,5.1,mb,,82,2.639,0.81,us,us20008ksv,2017-05-17T01:19:32.040Z,"100km S of Kotaagung, Indonesia",earthquake,6.7,5.9,0.067,72,reviewed,us,us
2017-02-15T18:53:38.570Z,-7.5161,107.3878,77.33,5,mb,,40,3.063,1.21,us,us20008k1a,2017-05-13T01:03:21.040Z,"4km SE of Kaum, Indonesia",earthquake,8.5,4.6,0.057,99,reviewed,us,us
2017-02-13T08:12:47.820Z,-7.529,108.383,101.06,4.8,mb,,45,2.096,1.36,us,us20008jh7,2017-05-13T01:03:18.040Z,"0km NW of Girikarya, Indonesia",earthquake,6.2,4.7,0.069,66,reviewed,us,us
2017-02-13T03:08:34.340Z,-8.1053,117.6496,212.26,5.2,mb,,51,3.48,1,us,us20008jg3,2017-05-13T01:03:18.040Z,"13km WNW of Labuhankananga, Indonesia",earthquake,6.5,4.8,0.059,96,reviewed,us,us
2017-02-12T06:42:43.480Z,-9.2988,112.1499,35,4.9,mb,,91,2.117,0.93,us,us20008jb3,2017-05-13T01:03:17.040Z,"108km S of Sumbersih, Indonesia",earthquake,8,1.8,0.086,42,reviewed,us,us
2017-02-12T04:25:11.430Z,-9.3531,115.7353,60.51,4.6,mb,,46,1.793,1.03,us,us20008j9y,2017-05-13T01:03:17.040Z,"72km SSW of Tawun, Indonesia",earthquake,6.8,3.2,0.077,50,reviewed,us,us
2017-02-12T00:14:42.190Z,-6.5152,104.2619,40.01,4.6,mb,,151,2.504,0.8,us,us20008j91,2017-05-13T01:03:17.040Z,"119km SSW of Kotaagung, Indonesia",earthquake,10.8,8.6,0.103,28,reviewed,us,us
2017-02-08T08:34:18.360Z,-7.5557,106.9498,74.88,5,mb,,64,0.982,1.32,us,us20008iff,2017-05-09T01:24:30.040Z,"15km SSW of Sukadami, Indonesia",earthquake,6.9,5.3,0.071,63,reviewed,us,us
2017-02-07T17:21:47.160Z,-8.4287,113.1306,140.72,5.2,mb,,49,1.011,1.2,us,us20008i9k,2017-05-09T01:24:30.040Z,"20km S of Krajan Dua, Indonesia",earthquake,6.6,4.8,0.056,106,reviewed,us,us
2017-02-07T08:47:33.560Z,-9.7091,107.1985,40.53,4.6,mb,,102,3.739,0.76,us,us20008kj8,2017-05-09T01:24:29.040Z,"184km ENE of Flying Fish Cove, Christmas Island",earthquake,9.9,9.3,0.128,18,reviewed,us,us
2017-02-03T10:29:49.430Z,-8.1306,119.6653,168.28,5.1,mb,,50,2.594,1.19,us,us20008hbs,2017-04-27T01:38:43.040Z,"46km NNW of Cempa, Indonesia",earthquake,7.1,4.4,0.06,88,reviewed,us,us
2017-02-02T11:18:36.020Z,-6.5341,115.6659,559.62,4.9,mb,,39,2.439,1.17,us,us20008fv2,2017-04-27T01:38:42.040Z,"183km NNE of Banjar Sidayu, Indonesia",earthquake,9.5,7.6,0.079,50,reviewed,us,us
2017-01-29T11:57:29.240Z,-9.4266,112.9103,62.99,4.8,mb,,100,1.551,0.76,us,us10007w16,2017-04-27T01:38:37.040Z,"115km S of Krajan Tambakrejo, Indonesia",earthquake,7.5,5.6,0.092,37,reviewed,us,us
2017-01-28T09:28:32.910Z,-9.7638,112.9653,37.62,4.7,mb,,179,1.739,0.4,us,us10007vxb,2017-04-19T18:31:03.040Z,"153km S of Krajan Tambakrejo, Indonesia",earthquake,8.2,9.8,0.123,20,reviewed,us,us
2017-01-26T17:50:15.280Z,-7.6364,107.0596,88.74,4.5,mb,,88,0.977,1.02,us,us10007vkx,2017-04-19T18:31:01.040Z,"21km S of Mekarsari, Indonesia",earthquake,9.8,6.8,0.074,54,reviewed,us,us
2017-01-23T06:12:14.720Z,-8.7535,105.8043,30.64,4.7,mb,,68,2.625,1.04,us,us10007uxt,2017-04-19T18:30:56.040Z,"171km SSW of Gunungbatu, Indonesia",earthquake,5.5,4.8,0.077,51,reviewed,us,us
2017-01-19T22:54:56.150Z,-8.1487,119.7368,179.93,4.9,mb,,42,2.521,1,us,us10007u7m,2017-04-12T02:29:02.040Z,"41km NNW of Waewaso, Indonesia",earthquake,7.2,5.6,0.06,88,reviewed,us,us
2017-01-18T10:51:43.940Z,-6.8572,105.466,64.69,4.9,mb,,62,2.133,0.67,us,us10007twu,2017-04-12T02:29:00.040Z,"18km WSW of Tugu Hilir, Indonesia",earthquake,7.6,6.9,0.075,56,reviewed,us,us
2017-01-12T19:45:01.130Z,-7.4129,106.9319,93.58,4.5,mb,,105,0.895,0.62,us,us10007sxm,2017-04-01T00:26:10.040Z,"3km SW of Cikarang, Indonesia",earthquake,6.7,7.7,0.163,11,reviewed,us,us
2017-01-12T13:29:06.300Z,-5.2669,102.7235,22.95,5.5,mb,,60,0.929,1.26,us,us10007sv2,2017-04-01T00:26:10.040Z,"118km WSW of Kuripan, Indonesia",earthquake,6.1,3.8,0.059,100,reviewed,us,us
2017-01-10T17:10:53.330Z,-8.1619,117.5641,19.42,4.6,mb,,65,3.39,1.25,us,us10007sdm,2017-04-01T00:26:07.040Z,"22km W of Labuhankananga, Indonesia",earthquake,6.9,5.1,0.09,37,reviewed,us,us
2017-01-07T09:11:59.550Z,-9.3195,120.2104,76.4,5.2,mww,,50,2.114,1.15,us,us10007rue,2017-03-27T23:53:26.040Z,"21km N of Tambulatana, Indonesia",earthquake,7,4.8,,,reviewed,us,us
