time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-07-23T13:57:29.800Z,-9.6104,112.8893,35,4.8,mb,,66,1.685,1.11,us,us2000gbt6,2018-07-30T16:00:37.040Z,"134km S of Krajan Tambakrejo, Indonesia",earthquake,7.9,2,0.093,36,reviewed,us,us
2018-07-19T19:49:52.490Z,-9.8385,112.909,35,4.6,mb,,113,1.831,0.86,us,us2000g95a,2018-08-28T17:31:45.040Z,"160km S of Krajan Tambakrejo, Indonesia",earthquake,8.1,2,0.082,44,reviewed,us,us
2018-07-19T17:43:54.400Z,-9.4947,112.8012,39.89,4.6,mb,,65,1.678,0.91,us,us2000g90q,2018-07-25T15:18:54.040Z,"121km S of Krajan Tambakrejo, Indonesia",earthquake,6.8,7.9,0.091,38,reviewed,us,us
2018-07-19T12:49:37.890Z,-9.7815,112.9225,35,4.8,mb,,157,1.781,0.94,us,us2000g8rh,2018-08-22T08:17:11.040Z,"154km S of Krajan Tambakrejo, Indonesia",earthquake,8.2,2,0.09,38,reviewed,us,us
2018-07-19T12:23:35.660Z,-9.5608,112.8231,31.53,5.4,mww,,61,1.702,1.05,us,us2000g8qi,2018-08-29T13:45:38.040Z,"128km S of Krajan Tambakrejo, Indonesia",earthquake,6.8,3.8,0.083,14,reviewed,us,us
2018-07-16T19:06:51.540Z,-7.531,103.234,10,4.6,mb,,178,3.161,1,us,us2000g9ta,2018-07-24T16:12:35.040Z,"258km SSW of Biha, Indonesia",earthquake,5.3,1.9,0.109,25,reviewed,us,us
2018-07-16T13:39:23.360Z,-8.236,107.6358,35,4.5,mb,,88,2.877,1.19,us,us2000g9t5,2018-07-23T15:29:08.040Z,"64km SSW of Ciawi, Indonesia",earthquake,5.3,1.9,0.124,19,reviewed,us,us
2018-07-15T23:48:52.010Z,-9.0101,115.4768,79.79,4.7,mb,,97,1.415,0.75,us,us2000g5ts,2018-08-05T21:12:08.656Z,"37km SE of Bualu, Indonesia",earthquake,6.9,12.9,0.129,18,reviewed,us,us
2018-07-14T14:40:11.750Z,-5.2059,102.8814,44.84,4.9,mb,,132,0.843,0.91,us,us2000g4zr,2018-07-30T16:07:55.040Z,"99km W of Kuripan, Indonesia",earthquake,9,7.5,0.087,41,reviewed,us,us
2018-07-08T19:46:35.460Z,-5.7941,103.3884,22.11,5.2,mb,,87,1.487,1.17,us,us2000fzw5,2018-07-29T14:56:51.988Z,"87km SW of Biha, Indonesia",earthquake,6.7,4.1,0.063,84,reviewed,us,us
2018-07-07T03:56:05.680Z,-7.0543,106.2509,10,4.5,mb,,112,3.455,0.73,us,us2000g337,2018-07-27T00:57:04.040Z,"10km SW of Cisujen Satu, Indonesia",earthquake,8.1,1.9,0.18,9,reviewed,us,us
2018-07-05T22:37:04.630Z,-5.6789,110.3857,533.91,4.5,mb,,37,1.362,0.99,us,us2000fxw2,2018-07-16T22:48:36.040Z,"95km NNW of Batang, Indonesia",earthquake,10.8,6.2,0.059,84,reviewed,us,us
2018-07-04T06:04:34.550Z,-9.9183,118.9296,54.53,4.9,mb,,84,3.505,0.71,us,us2000fwk2,2018-08-09T12:15:07.040Z,"30km SSW of Panenggoede, Indonesia",earthquake,4.7,9.5,0.087,41,reviewed,us,us
2018-07-04T05:14:47.480Z,-9.8852,118.9639,47.78,5.2,mb,,67,3.461,0.94,us,us2000fwj0,2018-08-09T12:06:12.040Z,"25km SW of Kahale, Indonesia",earthquake,7.2,5,0.07,68,reviewed,us,us
2018-07-03T07:14:29.390Z,-9.9711,107.1324,10,4.5,mb,,72,1.542,0.84,us,us2000g189,2018-08-11T05:06:19.040Z,"166km ENE of Flying Fish Cove, Christmas Island",earthquake,7.8,1.9,0.145,14,reviewed,us,us
2018-06-27T05:37:42.510Z,-8.1156,117.8518,32.07,4.8,mb,,68,3.613,0.87,us,us1000f34k,2018-08-01T13:56:30.040Z,"9km ENE of Labuhankananga, Indonesia",earthquake,5.6,5.5,0.09,38,reviewed,us,us
2018-06-25T03:20:43.260Z,-8.182,120.0874,188.27,4.6,mb,,59,2.174,1.34,us,us1000f0sj,2018-07-03T23:13:50.040Z,"19km NNW of Kampungbajo, Indonesia",earthquake,7.2,6.8,0.073,55,reviewed,us,us
2018-06-22T23:05:44.210Z,-11.6929,117.1144,8.87,4.5,mb,,101,4.331,1.44,us,us1000ez5q,2018-07-04T23:06:48.040Z,"South of Sumbawa, Indonesia",earthquake,6.9,4.5,0.102,28,reviewed,us,us
2018-06-22T20:57:43.770Z,-4.9819,108.3788,640.05,5.3,mww,,19,1.981,1.26,us,us1000ez1q,2018-07-24T22:21:32.040Z,"148km N of Indramayu, Indonesia",earthquake,8.8,4.4,0.086,13,reviewed,us,us
2018-06-17T14:52:02.030Z,-8.807,109.8354,50.25,4.5,mb,,162,1.119,0.89,us,us1000eyf8,2018-06-25T14:28:01.040Z,"106km SSW of Bambanglipuro, Indonesia",earthquake,9.2,5.7,0.382,4,reviewed,us,us
2018-06-13T13:06:40.440Z,-7.0006,113.8882,10,4.6,mb,,75,1.483,0.82,us,us1000evkn,2018-07-25T05:20:05.040Z,"2km NE of Sumenep, Indonesia",earthquake,3,1.9,0.129,18,reviewed,us,us
2018-06-08T00:27:38.720Z,-7.3029,105.9645,44.6,4.8,mb,,144,3.172,1.28,us,us1000eq25,2018-08-29T16:35:25.040Z,"49km SSW of Panyaungan Timur, Indonesia",earthquake,7.7,9.4,0.144,15,reviewed,us,us
2018-06-05T23:00:29.930Z,-6.185,103.5487,35,4.8,mb,,152,3.456,0.77,us,us1000ejar,2018-08-29T16:34:18.040Z,"108km SSW of Biha, Indonesia",earthquake,8.5,2,0.074,57,reviewed,us,us
2018-06-04T06:31:32.880Z,-5.068,102.6592,35,4.9,mb,,67,0.762,1.27,us,us1000eid7,2018-08-29T16:33:32.040Z,"122km W of Kuripan, Indonesia",earthquake,5.8,1.8,0.06,89,reviewed,us,us
2018-06-03T21:16:49.790Z,-8.5828,118.3252,146.59,4.6,mb,,76,3.817,0.92,us,us1000ei4w,2018-08-28T16:31:00.040Z,"4km SE of Npongge, Indonesia",earthquake,7.8,8.9,0.116,22,reviewed,us,us
